Millis,Ori.x,Ori.y,Ori.z,Acc.x,Acc.y,Acc.z,LAcc.x,LAcc.y,LAcc.z,Grav.x,Grav.y,Grav.z,Mag.x,Mag.y,Mag.z,Gyro.x,Gyro.y,Gyro.z,Euler.x,Euler.y,Euler.z,Quat.w,Quat.x,Quat.y,Quat.z,Speed,Direction,VoltageIn,VoltageEngine,sp1,sp2,sp3,sp4,SR,PID_In,PID_Out,P,I,D,IR
11085,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 9, 3, 28.00, 42.93, 2.50, 1.00, 0.00, 
11094,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 9, 3, 5, 27.00, 50.46, 2.50, 1.00, 0.00, 
11104,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 9, 3, 5, 5, 27.00, 50.49, 2.50, 1.00, 0.00, 
11114,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 9, 3, 5, 5, 5, 27.00, 50.52, 2.50, 1.00, 0.00, 
11124,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 5, 5, 5, 6, 24.00, 58.08, 2.50, 1.00, 0.00, 
11134,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 6, 5, 26.00, 53.12, 2.50, 1.00, 0.00, 
11144,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 53.16, 2.50, 1.00, 0.00, 
11154,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 6, 27.00, 50.69, 2.50, 1.00, 0.00, 
11164, 277.81, -3.44, -174.12, -1.34, 0.96, -9.73, 0.19, 0.25, -0.42, -0.60, 0.99, -9.73, -11.88, -2.75, -3.69, 0.01, -0.02, 0.02, 277.87, -3.50, -174.12, 0.01, 0.66, -0.75, -0.06, 49, 277, 405, 25, 
11181,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 15, 37.00, 25.62, 2.50, 1.00, 0.00, 
11188,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 15, 3, 34.00, 25.62, 2.50, 1.00, 0.00, 
11193,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 15, 3, 3, 32.00, 38.10, 2.50, 1.00, 0.00, 
11198,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 15, 3, 3, 2, 29.00, 38.10, 2.50, 1.00, 0.00, 
11204,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 15, 3, 3, 2, 3, 26.00, 53.14, 2.50, 1.00, 0.00, 
11214,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 3, 2, 3, 5, 16.00, 78.28, 2.50, 1.00, 0.00, 
11224,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 2, 3, 5, 5, 18.00, 73.40, 2.50, 1.00, 0.00, 
11234,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 5, 5, 6, 21.00, 65.99, 2.50, 1.00, 0.00, 
11244,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 5, 5, 6, 5, 24.00, 58.55, 2.50, 1.00, 0.00, 
11254,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 6, 27.00, 51.08, 2.50, 1.00, 0.00, 
11264,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 5, 27.00, 51.11, 2.50, 1.00, 0.00, 
11268, 277.75, -3.44, -174.25, -1.27, 0.55, -9.46, -0.67, -0.42, 0.27, -0.59, 0.97, -9.73, -13.38, -3.87, -2.19, -0.04, -0.03, 0.01, 277.75, -3.44, -174.25, 0.01, 0.66, -0.75, -0.06, 58, 277, 411, 28, 
11283,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 11, 33.00, 36.08, 2.50, 1.00, 0.00, 
11288,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 11, 3, 30.00, 36.08, 2.50, 1.00, 0.00, 
11294,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 11, 3, 3, 28.00, 48.60, 2.50, 1.00, 0.00, 
11304,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 11, 3, 3, 6, 28.00, 48.62, 2.50, 1.00, 0.00, 
11314,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 11, 3, 3, 6, 5, 28.00, 48.64, 2.50, 1.00, 0.00, 
11324,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 3, 6, 5, 5, 22.00, 63.72, 2.50, 1.00, 0.00, 
11334,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 6, 5, 5, 6, 25.00, 56.27, 2.50, 1.00, 0.00, 
11344,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 51.30, 2.50, 1.00, 0.00, 
11354,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 6, 27.00, 51.33, 2.50, 1.00, 0.00, 
11364,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 5, 27.00, 51.36, 2.50, 1.00, 0.00, 
11369, 277.62, -3.44, -174.31, -1.20, 0.64, -8.85, -0.61, -0.32, 0.88, -0.59, 0.96, -9.74, -13.69, -2.75, -2.19, -0.03, 0.03, -0.01, 277.62, -3.44, -174.31, 0.01, 0.66, -0.75, -0.06, 55, 277, 383, 378, 
11384,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 12, 34.00, 33.82, 2.50, 1.00, 0.00, 
11390,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 12, 3, 31.00, 33.82, 2.50, 1.00, 0.00, 
11396,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 12, 3, 4, 30.00, 43.82, 2.50, 1.00, 0.00, 
11404,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 12, 3, 4, 4, 28.00, 43.82, 2.50, 1.00, 0.00, 
11414,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 12, 3, 4, 4, 5, 28.00, 48.84, 2.50, 1.00, 0.00, 
11424,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 4, 5, 5, 21.00, 66.43, 2.50, 1.00, 0.00, 
11434,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 4, 5, 5, 5, 23.00, 61.50, 2.50, 1.00, 0.00, 
11444,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 5, 5, 5, 6, 25.00, 56.55, 2.50, 1.00, 0.00, 
11454,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 6, 5, 26.00, 54.09, 2.50, 1.00, 0.00, 
11464,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 6, 27.00, 51.62, 2.50, 1.00, 0.00, 
11468, 277.44, -3.50, -174.37, -0.42, 0.51, -8.77, 0.17, -0.43, 0.96, -0.59, 0.95, -9.74, -13.69, -3.50, -3.00, 0.10, 0.14, 0.02, 277.44, -3.50, -174.37, 0.01, 0.66, -0.75, -0.06, 55, 277, 407, 29, 
11479,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 8, 30.00, 44.12, 2.50, 1.00, 0.00, 
11486,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 8, 4, 29.00, 44.12, 2.50, 1.00, 0.00, 
11494,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 8, 4, 4, 27.00, 51.65, 2.50, 1.00, 0.00, 
11504,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 8, 4, 4, 6, 28.00, 49.17, 2.50, 1.00, 0.00, 
11514,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 8, 4, 4, 6, 5, 27.00, 51.70, 2.50, 1.00, 0.00, 
11524,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 4, 6, 5, 6, 25.00, 56.75, 2.50, 1.00, 0.00, 
11534,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 6, 5, 6, 5, 26.00, 54.29, 2.50, 1.00, 0.00, 
11544,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 5, 27.00, 51.82, 2.50, 1.00, 0.00, 
11554,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 6, 27.00, 51.85, 2.50, 1.00, 0.00, 
11564,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 51.88, 2.50, 1.00, 0.00, 
11568, 277.25, -3.56, -174.31, -0.23, 1.01, -9.62, 0.37, 0.05, 0.11, -0.61, 0.96, -9.74, -13.69, -0.25, -3.69, 0.07, 0.06, -0.00, 277.25, -3.56, -174.31, 0.01, 0.66, -0.75, -0.06, 54, 277, 412, 11, 
11579,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 9, 30.00, 44.38, 2.50, 1.00, 0.00, 
11586,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 9, 3, 28.00, 44.38, 2.50, 1.00, 0.00, 
11594,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 9, 3, 5, 28.00, 49.40, 2.50, 1.00, 0.00, 
11604,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 9, 3, 5, 5, 27.00, 51.93, 2.50, 1.00, 0.00, 
11614,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 9, 3, 5, 5, 5, 27.00, 51.96, 2.50, 1.00, 0.00, 
11624,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 5, 5, 5, 6, 24.00, 59.52, 2.50, 1.00, 0.00, 
11634,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 6, 5, 26.00, 54.56, 2.50, 1.00, 0.00, 
11644,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 6, 27.00, 52.09, 2.50, 1.00, 0.00, 
11654,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 5, 27.00, 52.12, 2.50, 1.00, 0.00, 
11664,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 6, 28.00, 49.64, 2.50, 1.00, 0.00, 
11668, 277.31, -3.50, -174.31, -2.18, 0.71, -9.81, -1.57, -0.25, -0.07, -0.60, 0.96, -9.74, -15.50, -4.56, -3.25, -0.01, -0.03, -0.02, 277.31, -3.50, -174.31, 0.01, 0.66, -0.75, -0.06, 55, 277, 407, 27, 
11681,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 9, 31.00, 42.13, 2.50, 1.00, 0.00, 
11686,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 9, 3, 29.00, 42.13, 2.50, 1.00, 0.00, 
11694,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 9, 3, 4, 27.00, 52.16, 2.50, 1.00, 0.00, 
11704,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 9, 3, 4, 5, 27.00, 52.19, 2.50, 1.00, 0.00, 
11714,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 9, 3, 4, 5, 6, 27.00, 52.22, 2.50, 1.00, 0.00, 
11724,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 5, 6, 5, 23.00, 62.29, 2.50, 1.00, 0.00, 
11734,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 5, 6, 5, 5, 25.00, 57.34, 2.50, 1.00, 0.00, 
11744,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 6, 27.00, 52.37, 2.50, 1.00, 0.00, 
11754,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 52.40, 2.50, 1.00, 0.00, 
11764,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 6, 27.00, 52.43, 2.50, 1.00, 0.00, 
11768, 277.37, -3.44, -174.37, 0.36, 1.44, -9.42, 0.95, 0.48, 0.31, -0.59, 0.95, -9.74, -15.50, -8.56, -2.69, -0.02, -0.04, 0.05, 277.37, -3.44, -174.37, 0.01, 0.66, -0.75, -0.06, 54, 277, 408, 19, 
11780,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 9, 31.00, 42.42, 2.50, 1.00, 0.00, 
11785,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 9, 3, 29.00, 42.42, 2.50, 1.00, 0.00, 
11794,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 9, 3, 4, 27.00, 52.45, 2.50, 1.00, 0.00, 
11804,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 9, 3, 4, 6, 28.00, 49.97, 2.50, 1.00, 0.00, 
11814,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 9, 3, 4, 6, 5, 27.00, 52.50, 2.50, 1.00, 0.00, 
11824,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 6, 5, 6, 24.00, 60.06, 2.50, 1.00, 0.00, 
11834,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 6, 5, 6, 5, 26.00, 55.10, 2.50, 1.00, 0.00, 
11844,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 5, 27.00, 52.63, 2.50, 1.00, 0.00, 
11854,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 6, 27.00, 52.66, 2.50, 1.00, 0.00, 
11864,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 52.69, 2.50, 1.00, 0.00, 
11869, 277.44, -3.44, -174.50, 0.49, 1.22, -8.91, 1.08, 0.27, 0.83, -0.58, 0.94, -9.74, -14.06, -6.06, -1.56, -0.07, 0.05, 0.03, 277.44, -3.44, -174.44, 0.01, 0.66, -0.75, -0.06, 54, 277, 403, 0, 
11881,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 10, 31.00, 42.68, 2.50, 1.00, 0.00, 
11886,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 10, 2, 28.00, 42.68, 2.50, 1.00, 0.00, 
11894,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 10, 2, 4, 27.00, 52.71, 2.50, 1.00, 0.00, 
11904,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 10, 2, 4, 6, 27.00, 52.74, 2.50, 1.00, 0.00, 
11914,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 10, 2, 4, 6, 5, 27.00, 52.77, 2.50, 1.00, 0.00, 
11924,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 4, 6, 5, 5, 22.00, 65.35, 2.50, 1.00, 0.00, 
11934,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 6, 5, 5, 6, 26.00, 55.39, 2.50, 1.00, 0.00, 
11944,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 52.92, 2.50, 1.00, 0.00, 
11954,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 6, 27.00, 52.95, 2.50, 1.00, 0.00, 
11964,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 5, 27.00, 52.98, 2.50, 1.00, 0.00, 
11969, 277.44, -3.50, -174.44, -1.16, -1.18, -7.47, 0.39, 0.09, -0.39, -0.59, 0.93, -9.74, -11.50, -8.25, -1.25, 0.03, 0.13, 0.01, 277.44, -3.44, -174.44, 0.01, 0.66, -0.75, -0.06, 54, 277, 384, 379, 
11981,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 9, 31.00, 42.97, 2.50, 1.00, 0.00, 
11986,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 9, 3, 28.00, 42.97, 2.50, 1.00, 0.00, 
11994,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 9, 3, 4, 27.00, 53.00, 2.50, 1.00, 0.00, 
12004,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 9, 3, 4, 6, 27.00, 53.03, 2.50, 1.00, 0.00, 
12014,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 9, 3, 4, 6, 5, 27.00, 53.06, 2.50, 1.00, 0.00, 
12024,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 6, 5, 6, 24.00, 60.62, 2.50, 1.00, 0.00, 
