Millis,Ori.x,Ori.y,Ori.z,Acc.x,Acc.y,Acc.z,LAcc.x,LAcc.y,LAcc.z,Grav.x,Grav.y,Grav.z,Mag.x,Mag.y,Mag.z,Gyro.x,Gyro.y,Gyro.z,Euler.x,Euler.y,Euler.z,Quat.w,Quat.x,Quat.y,Quat.z,Speed,Direction,VoltageIn,VoltageEngine,sp1,sp2,sp3,sp4,SR,PID_In,PID_Out,P,I,D,IR
6714,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 8, 2, 1, 3, 2, 16.00, 48.29, 2.50, 1.00, 0.00, 
6724,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 1, 3, 2, 3, 11.00, 60.98, 2.50, 1.00, 0.00, 
6734,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 3, 2, 3, 3, 12.00, 58.66, 2.50, 1.00, 0.00, 
6744,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 2, 3, 3, 4, 15.00, 51.31, 2.50, 1.00, 0.00, 
6754,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 3, 4, 3, 15.00, 51.46, 2.50, 1.00, 0.00, 
6764,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 3, 4, 3, 3, 16.00, 49.10, 2.50, 1.00, 0.00, 
6769, 114.94, -3.50, -174.56, 0.92, 0.89, -8.70, 1.52, -0.02, 1.03, -0.60, 0.92, -9.74, 0.75, -60.25, -4.69, 0.01, 0.04, -0.02, 114.94, -3.50, -174.56, 0.06, 0.84, 0.54, -0.00, 32, 114, 416, 413, 
6787,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 3, 3, 8, 21.00, 36.69, 2.50, 1.00, 0.00, 
6792,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 3, 3, 8, 2, 20.00, 36.69, 2.50, 1.00, 0.00, 
6799,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 3, 8, 2, 2, 18.00, 44.31, 2.50, 1.00, 0.00, 
6806,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 8, 2, 2, 3, 18.00, 44.31, 2.50, 1.00, 0.00, 
6814,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 8, 2, 2, 3, 2, 17.00, 46.94, 2.50, 1.00, 0.00, 
6824,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 2, 3, 2, 3, 12.00, 59.62, 2.50, 1.00, 0.00, 
6834,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 2, 3, 3, 13.00, 57.29, 2.50, 1.00, 0.00, 
6844,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 2, 3, 3, 4, 15.00, 52.44, 2.50, 1.00, 0.00, 
6854,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 3, 3, 4, 3, 15.00, 52.59, 2.50, 1.00, 0.00, 
6864,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 3, 4, 3, 3, 16.00, 50.23, 2.50, 1.00, 0.00, 
6868, 114.87, -3.44, -174.69, -1.47, 1.91, -10.08, -0.88, -0.84, 0.35, -0.59, 0.89, -9.74, -1.75, -57.88, -5.75, 0.02, -0.01, -0.01, 114.87, -3.44, -174.75, 0.05, 0.84, 0.54, -0.00, 33, 114, 409, 13, 
6887,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 4, 3, 3, 8, 21.00, 37.82, 2.50, 1.00, 0.00, 
6894,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 3, 3, 8, 3, 21.00, 37.82, 2.50, 1.00, 0.00, 
6899,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 3, 8, 3, 2, 19.00, 42.93, 2.50, 1.00, 0.00, 
