Millis,Ori.x,Ori.y,Ori.z,Acc.x,Acc.y,Acc.z,LAcc.x,LAcc.y,LAcc.z,Grav.x,Grav.y,Grav.z,Mag.x,Mag.y,Mag.z,Gyro.x,Gyro.y,Gyro.z,Euler.x,Euler.y,Euler.z,Quat.w,Quat.x,Quat.y,Quat.z,Speed,Direction,VoltageIn,VoltageEngine,sp1,sp2,sp3,sp4,SR,PID_In,PID_Out,P,I,D,IR
14211,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 6, 27.00, 62.80, 2.50, 1.00, 0.00, 
14221,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 5, 27.00, 62.83, 2.50, 1.00, 0.00, 
14231,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 5, 27.00, 62.86, 2.50, 1.00, 0.00, 
14241,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 6, 27.00, 62.89, 2.50, 1.00, 0.00, 
14251,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 62.92, 2.50, 1.00, 0.00, 
14261,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 65.46, 2.50, 1.00, 0.00, 
14270, 77.81, -2.25, -174.62, 0.41, 0.05, -8.68, 0.80, -0.85, 1.07, -0.38, 0.91, -9.75, 11.88, 6.25, -4.00, -0.12, 0.24, -2.90, 77.81, -2.25, -174.62, 0.04, 0.63, 0.78, 0.02, 43, 77, 404, 23, 
14296,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 6, 27.00, 62.99, 2.50, 1.00, 0.00, 
14306,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 6, 28.00, 60.51, 2.50, 1.00, 0.00, 
14316,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 6, 5, 27.00, 63.04, 2.50, 1.00, 0.00, 
14326,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 6, 5, 6, 28.00, 60.56, 2.50, 1.00, 0.00, 
14336,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 5, 6, 5, 28.00, 60.58, 2.50, 1.00, 0.00, 
14346,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 6, 28.00, 60.60, 2.50, 1.00, 0.00, 
14356,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 6, 28.00, 60.62, 2.50, 1.00, 0.00, 
14366,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 6, 5, 28.00, 60.64, 2.50, 1.00, 0.00, 
14370, 64.00, -2.37, -174.44, -0.19, 1.44, -9.80, 0.22, 0.49, -0.05, -0.41, 0.94, -9.75, 15.38, 10.75, -0.56, -0.10, 0.23, -1.86, 64.00, -2.37, -174.44, 0.04, 0.53, 0.85, 0.03, 45, 64, 413, 32, 
14395,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 6, 5, 6, 28.00, 60.66, 2.50, 1.00, 0.00, 
14405,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 5, 6, 5, 28.00, 60.68, 2.50, 1.00, 0.00, 
14415,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 7, 29.00, 58.19, 2.50, 1.00, 0.00, 
14425,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 7, 6, 29.00, 58.20, 2.50, 1.00, 0.00, 
14435,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 7, 6, 6, 30.00, 55.70, 2.50, 1.00, 0.00, 
14445,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 7, 6, 6, 6, 30.00, 55.70, 2.50, 1.00, 0.00, 
14455,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 7, 6, 6, 6, 7, 32.00, 50.68, 2.50, 1.00, 0.00, 
14465,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 6, 7, 6, 31.00, 53.17, 2.50, 1.00, 0.00, 
14470, 61.06, -1.94, -174.62, 0.22, 0.43, -9.99, 0.56, -0.48, -0.23, -0.34, 0.91, -9.75, 11.75, 6.50, 0.25, -0.04, 0.03, 0.02, 61.06, -1.94, -174.62, 0.04, 0.51, 0.86, 0.03, 49, 61, 390, 26, 
14495,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 7, 6, 6, 31.00, 53.16, 2.50, 1.00, 0.00, 
14505,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 7, 6, 6, 7, 32.00, 50.64, 2.50, 1.00, 0.00, 
14515,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 7, 6, 6, 7, 6, 32.00, 50.62, 2.50, 1.00, 0.00, 
14525,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 7, 6, 6, 31.00, 53.11, 2.50, 1.00, 0.00, 
14535,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 7, 6, 6, 6, 31.00, 53.10, 2.50, 1.00, 0.00, 
14545,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 7, 6, 6, 6, 6, 31.00, 53.09, 2.50, 1.00, 0.00, 
14555,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 6, 6, 6, 30.00, 55.59, 2.50, 1.00, 0.00, 
14565,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 6, 6, 6, 30.00, 55.59, 2.50, 1.00, 0.00, 
14570, 63.25, -1.94, -174.69, -0.01, 0.82, -9.28, 0.32, -0.07, 0.47, -0.33, 0.89, -9.75, 9.69, 11.88, -4.69, -0.01, 0.07, 0.58, 63.25, -1.94, -174.69, 0.04, 0.52, 0.85, 0.03, 49, 63, 393, 19, 
14594,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 6, 6, 5, 29.00, 58.10, 2.50, 1.00, 0.00, 
14604,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 6, 5, 6, 29.00, 58.11, 2.50, 1.00, 0.00, 
14614,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 5, 6, 6, 29.00, 58.12, 2.50, 1.00, 0.00, 
14624,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 6, 5, 28.00, 60.64, 2.50, 1.00, 0.00, 
14634,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 6, 5, 6, 28.00, 60.66, 2.50, 1.00, 0.00, 
14644,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 5, 6, 6, 29.00, 58.17, 2.50, 1.00, 0.00, 
14654,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 6, 5, 28.00, 60.69, 2.50, 1.00, 0.00, 
14664,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 6, 5, 6, 28.00, 60.71, 2.50, 1.00, 0.00, 
14670, 70.31, -2.00, -174.87, 1.42, 0.29, -8.48, 1.76, -0.57, 1.27, -0.34, 0.86, -9.76, 10.38, 8.38, -3.19, 0.08, -0.02, 1.56, 70.31, -2.00, -174.87, 0.04, 0.58, 0.82, 0.03, 45, 70, 392, 23, 
14691,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 6, 5, 6, 5, 28.00, 60.73, 2.50, 1.00, 0.00, 
14701,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 5, 27.00, 63.26, 2.50, 1.00, 0.00, 
14711,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 6, 27.00, 63.29, 2.50, 1.00, 0.00, 
14721,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 63.32, 2.50, 1.00, 0.00, 
14731,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 6, 27.00, 63.35, 2.50, 1.00, 0.00, 
14741,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 5, 27.00, 63.38, 2.50, 1.00, 0.00, 
14751,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 6, 28.00, 60.90, 2.50, 1.00, 0.00, 
14761,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 6, 5, 27.00, 63.43, 2.50, 1.00, 0.00, 
14770, 80.25, -2.06, -175.06, 1.82, 0.79, -8.71, 2.19, -0.04, 1.05, -0.36, 0.83, -9.76, 12.19, 6.56, -4.00, 0.14, -0.20, 1.97, 80.25, -2.06, -175.06, 0.04, 0.64, 0.76, 0.02, 43, 80, 398, 18, 
14795,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 6, 5, 5, 27.00, 63.46, 2.50, 1.00, 0.00, 
14805,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 5, 26.00, 66.00, 2.50, 1.00, 0.00, 
14815,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 5, 5, 26.00, 66.04, 2.50, 1.00, 0.00, 
14825,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 5, 25.00, 68.59, 2.50, 1.00, 0.00, 
14835,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 5, 25.00, 68.64, 2.50, 1.00, 0.00, 
14845,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 6, 26.00, 66.18, 2.50, 1.00, 0.00, 
14855,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 6, 5, 26.00, 66.22, 2.50, 1.00, 0.00, 
14865,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 66.26, 2.50, 1.00, 0.00, 
14870, 92.19, -2.12, -175.25, 2.30, 1.17, -10.48, 2.67, 0.36, -0.71, -0.37, 0.80, -9.76, 15.06, 4.69, -4.00, 0.18, -0.27, 2.26, 92.19, -2.12, -175.25, 0.04, 0.72, 0.69, 0.01, 41, 92, 397, 24, 
14895,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 5, 26.00, 66.30, 2.50, 1.00, 0.00, 
14905,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 5, 6, 27.00, 63.83, 2.50, 1.00, 0.00, 
14915,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 6, 5, 26.00, 66.37, 2.50, 1.00, 0.00, 
14925,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 66.41, 2.50, 1.00, 0.00, 
14935,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 6, 27.00, 63.94, 2.50, 1.00, 0.00, 
14945,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 63.97, 2.50, 1.00, 0.00, 
14955,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 66.51, 2.50, 1.00, 0.00, 
14965,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 5, 26.00, 66.55, 2.50, 1.00, 0.00, 
14970, 103.94, -2.19, -175.44, 1.98, 2.81, -9.60, 2.37, 2.04, 0.16, -0.39, 0.76, -9.76, 13.25, 1.50, -5.56, 0.15, -0.38, 2.62, 105.31, -2.25, -175.50, 0.04, 0.79, 0.61, 0.01, 42, 103, 400, 20, 
14996,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 5, 5, 26.00, 66.59, 2.50, 1.00, 0.00, 
15006,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 5, 25.00, 69.14, 2.50, 1.00, 0.00, 
15016,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 5, 25.00, 69.19, 2.50, 1.00, 0.00, 
15026,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 6, 26.00, 66.73, 2.50, 1.00, 0.00, 
15036,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 6, 5, 26.00, 66.77, 2.50, 1.00, 0.00, 
15046,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 66.81, 2.50, 1.00, 0.00, 
15056,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 5, 26.00, 66.85, 2.50, 1.00, 0.00, 
15066,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 5, 5, 26.00, 66.89, 2.50, 1.00, 0.00, 
15070, 118.31, -2.44, -175.69, 1.24, 0.82, -9.45, 1.66, 0.09, 0.31, -0.41, 0.72, -9.77, 14.00, -4.50, -5.56, 0.09, -0.11, 2.69, 119.81, -2.37, -175.69, 0.04, 0.86, 0.50, 0.00, 41, 118, 404, 25, 
15095,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 4, 24.00, 71.95, 2.50, 1.00, 0.00, 
15105,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 4, 5, 24.00, 72.01, 2.50, 1.00, 0.00, 
15115,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 4, 5, 5, 24.00, 72.07, 2.50, 1.00, 0.00, 
15125,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 4, 5, 5, 6, 25.00, 69.62, 2.50, 1.00, 0.00, 
15135,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 5, 5, 6, 5, 25.00, 69.67, 2.50, 1.00, 0.00, 
15145,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 67.21, 2.50, 1.00, 0.00, 
15155,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 5, 26.00, 67.25, 2.50, 1.00, 0.00, 
15165,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 5, 6, 27.00, 64.78, 2.50, 1.00, 0.00, 
15171, 134.75, -2.81, -175.94, -1.27, 0.69, -8.91, -0.78, 0.00, 0.85, -0.49, 0.69, -9.76, 13.00, -6.00, -6.50, 0.11, -0.26, 2.46, 134.75, -2.81, -175.94, 0.04, 0.92, 0.38, -0.01, 41, 134, 406, 21, 
15193,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 6, 5, 26.00, 67.32, 2.50, 1.00, 0.00, 
15203,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 67.36, 2.50, 1.00, 0.00, 
15213,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 5, 5, 5, 26.00, 67.40, 2.50, 1.00, 0.00, 
15223,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 5, 5, 26.00, 67.44, 2.50, 1.00, 0.00, 
15233,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 5, 25.00, 69.99, 2.50, 1.00, 0.00, 
15243,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 5, 25.00, 70.04, 2.50, 1.00, 0.00, 
15253,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 5, 25.00, 70.09, 2.50, 1.00, 0.00, 
15263,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 5, 25.00, 70.14, 2.50, 1.00, 0.00, 
15270, 148.25, -3.00, -176.00, 3.59, 1.01, -9.08, 4.11, 0.33, 0.68, -0.52, 0.67, -9.76, 10.75, -7.75, -7.50, 0.17, -0.24, 2.64, 149.69, -3.06, -176.00, 0.04, 0.96, 0.26, -0.02, 40, 148, 399, 5, 
15296,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 5, 4, 24.00, 72.70, 2.50, 1.00, 0.00, 
15306,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 5, 4, 6, 25.00, 70.25, 2.50, 1.00, 0.00, 
15316,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 4, 6, 5, 25.00, 70.30, 2.50, 1.00, 0.00, 
15326,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 4, 6, 5, 5, 25.00, 70.35, 2.50, 1.00, 0.00, 
15336,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 6, 5, 5, 6, 26.00, 67.89, 2.50, 1.00, 0.00, 
15346,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 5, 5, 6, 5, 27.00, 65.42, 2.50, 1.00, 0.00, 
15356,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 5, 6, 5, 5, 26.00, 67.96, 2.50, 1.00, 0.00, 
